agency_name,city,state,fiscal_year,operating_budget_usd,sworn_officers,source,source_url,retrieved
Anchorage Police,Anchorage,AK,1993,35818680,244,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Anchorage Police,Anchorage,AK,1997,42066847,311,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Anchorage Police,Anchorage,AK,2000,44000000,341,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Birmingham Police,Birmingham,AL,1993,38938166,752,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Birmingham Police,Birmingham,AL,1997,51662302,914,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Birmingham Police,Birmingham,AL,2000,59016943,878,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Huntsville Police,Huntsville,AL,1993,19635355,343,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Huntsville Police,Huntsville,AL,1997,23013180,340,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Huntsville Police,Huntsville,AL,2000,27000000,348,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Mobile Police,Mobile,AL,1993,21798685,432,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Mobile Police,Mobile,AL,1997,27772512,447,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Mobile Police,Mobile,AL,2000,31827937,552,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Montgomery Police,Montgomery,AL,1993,18306000,416,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Montgomery Police,Montgomery,AL,1997,24635935,454,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Montgomery Police,Montgomery,AL,2000,30587864,481,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Little Rock Police,Little Rock,AR,1993,19575200,402,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Little Rock Police,Little Rock,AR,1997,28180087,549,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Little Rock Police,Little Rock,AR,2000,38959516,558,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Chandler Police,Chandler,AZ,1997,15108536,192,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Chandler Police,Chandler,AZ,2000,27240605,255,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Glendale Police,Glendale,AZ,1993,14733395,201,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Glendale Police,Glendale,AZ,1997,17745886,243,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Glendale Police,Glendale,AZ,2000,27653868,288,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Mesa Police,Mesa,AZ,1990,28953815,384,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Mesa Police,Mesa,AZ,1993,36170000,444,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Mesa Police,Mesa,AZ,1997,60732606,625,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Mesa Police,Mesa,AZ,2000,90261296,717,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Phoenix Police,Phoenix,AZ,1990,137681165,1949,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Phoenix Police,Phoenix,AZ,1993,157323710,1983,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Phoenix Police,Phoenix,AZ,1997,204693558,2428,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Phoenix Police,Phoenix,AZ,2000,217617984,2626,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Scottsdale Police,Scottsdale,AZ,1993,19533737,214,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Scottsdale Police,Scottsdale,AZ,1997,27830292,285,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Scottsdale Police,Scottsdale,AZ,2000,39619268,345,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Tempe Police,Tempe,AZ,1993,19858531,239,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Tempe Police,Tempe,AZ,1997,27501481,279,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Tempe Police,Tempe,AZ,2000,36387785,308,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Tucson Police,Tucson,AZ,1990,46229100,745,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Tucson Police,Tucson,AZ,1993,52025600,745,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Tucson Police,Tucson,AZ,1997,63432427,802,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Tucson Police,Tucson,AZ,2000,88406720,928,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Anaheim Police,Anaheim,CA,1990,37315934,358,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Anaheim Police,Anaheim,CA,1997,51188167,388,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Anaheim Police,Anaheim,CA,2000,65848988,397,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Bakersfield Police,Bakersfield,CA,1993,23044000,241,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Bakersfield Police,Bakersfield,CA,1997,29888469,280,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Bakersfield Police,Bakersfield,CA,2000,36773915,301,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Berkeley Police,Berkeley,CA,1993,21750263,180,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Berkeley Police,Berkeley,CA,1997,28540000,199,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Berkeley Police,Berkeley,CA,2000,31738827,194,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Burbank Police,Burbank,CA,2000,27167741,168,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Chula Vista Police,Chula Vista,CA,2000,24954558,196,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Concord Police,Concord,CA,1993,14745879,131,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Concord Police,Concord,CA,1997,18988016,154,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Concord Police,Concord,CA,2000,25000000,157,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Corona Police,Corona,CA,2000,18545083,138,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Costa Mesa Police,Costa Mesa,CA,1997,20600953,150,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Daly City Police,Daly City,CA,2000,13487602,112,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Downey Police,Downey,CA,2000,17000000,111,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
El Monte Police,El Monte,CA,1993,9591419,120,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
El Monte Police,El Monte,CA,1997,10500000,134,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
El Monte Police,El Monte,CA,2000,13786000,143,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Escondido Police,Escondido,CA,2000,19774080,158,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Fontana Police,Fontana,CA,2000,15600000,126,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Fremont Police,Fremont,CA,1993,18850000,180,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Fremont Police,Fremont,CA,1997,25400000,196,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Fremont Police,Fremont,CA,2000,33182454,201,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Fresno Police,Fresno,CA,1990,45850800,429,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Fresno Police,Fresno,CA,1993,60473700,425,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Fresno Police,Fresno,CA,1997,60188325,572,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Fresno Police,Fresno,CA,2000,75786100,683,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Fullerton Police,Fullerton,CA,1997,19210900,147,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Fullerton Police,Fullerton,CA,2000,21094204,153,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Garden Grove Police,Garden Grove,CA,1997,20418213,161,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Garden Grove Police,Garden Grove,CA,2000,25000000,153,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Glendale Police,Glendale,CA,1993,23800000,214,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Glendale Police,Glendale,CA,1997,26378418,228,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Glendale Police,Glendale,CA,2000,31256082,230,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Hayward Police,Hayward,CA,1993,20749843,155,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Hayward Police,Hayward,CA,1997,23560842,170,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Hayward Police,Hayward,CA,2000,27149450,188,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Huntington Beach Police,Huntington Beach,CA,1997,31912121,228,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Huntington Beach Police,Huntington Beach,CA,2000,36018892,227,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Inglewood Police,Inglewood,CA,1993,22727224,200,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Inglewood Police,Inglewood,CA,1997,31801575,206,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Inglewood Police,Inglewood,CA,2000,27945711,172,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Irvine Police,Irvine,CA,2000,28627995,158,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Long Beach Police,Long Beach,CA,1990,80872875,643,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Long Beach Police,Long Beach,CA,1993,99077029,734,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Long Beach Police,Long Beach,CA,1997,99200650,838,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Long Beach Police,Long Beach,CA,2000,135574459,881,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Los Angeles Police,Los Angeles,CA,1990,488050479,8295,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Los Angeles Police,Los Angeles,CA,1993,550277640,7662,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Los Angeles Police,Los Angeles,CA,1997,552512202,9423,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Los Angeles Police,Los Angeles,CA,2000,891679649,9341,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Modesto Police,Modesto,CA,2000,34149700,240,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Oakland Police,Oakland,CA,1990,82036263,616,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Oakland Police,Oakland,CA,1993,103085029,675,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Oakland Police,Oakland,CA,1997,92300122,617,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Oakland Police,Oakland,CA,2000,127724062,710,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Oceanside Police,Oceanside,CA,2000,25713470,163,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Ontario Police,Ontario,CA,2000,34818384,222,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Orange Police,Orange,CA,2000,23000000,157,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Oxnard Police,Oxnard,CA,2000,28174729,191,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Pasadena Police,Pasadena,CA,1993,26360416,215,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Pasadena Police,Pasadena,CA,1997,29392486,221,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Pasadena Police,Pasadena,CA,2000,30086394,222,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Pomona Police,Pomona,CA,1993,20827649,174,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Pomona Police,Pomona,CA,1997,25684949,179,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Pomona Police,Pomona,CA,2000,25826467,164,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Riverside Police,Riverside,CA,2000,43028909,301,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Sacramento Police,Sacramento,CA,1990,55777528,635,"BJS, Police Departments in Large Cities, 1990-2000 (NCJ 175703), appendix table C. Printed in constant 2000 dollars; converted to nominal FY1990 dollars by dividing by BJS's stated CPI factor 1.3393. The table prints only the city; agency name carried over from the LEMAS volumes.",https://bjs.ojp.gov/content/pub/pdf/pdlc00.pdf,2026-09-14
Sacramento Police,Sacramento,CA,2000,75721000,650,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
Salinas Police,Salinas,CA,1993,12854368,125,"BJS LEMAS 1993, Data for Individual State and Local Agencies with 100 or More Officers (NCJ-148825), Table 7a",https://bjs.ojp.gov/content/pub/pdf/lemas93.pdf,2026-09-14
Salinas Police,Salinas,CA,1997,17695342,149,"BJS LEMAS 1997, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 171681), Table 6a",https://bjs.ojp.gov/content/pub/pdf/lemas97.pdf,2026-09-14
Salinas Police,Salinas,CA,2000,19489000,148,"BJS LEMAS 2000, Data for Individual State and Local Agencies with 100 or More Officers (NCJ 203350), Table 5a",https://bjs.ojp.gov/content/pub/pdf/lemas00.pdf,2026-09-14
